schoolnr,pupilNR,lang,ses,Iqverb,sex,Minority,denomina,schses,schiqv,shcmin
92,1488,44,4.27,1.63,0,0,3,2.273,0.0998,0
92,1489,47,-6.73,-0.37,1,0,3,2.273,0.0998,0
92,1490,51,13.27,2.63,1,0,3,2.273,0.0998,0
92,1491,56,17.27,2.63,1,0,3,2.273,0.0998,0
94,1494,40,2.27,3.13,1,0,3,7.006,1.8096,0.235
94,1495,33,0.27,1.13,0,0,3,7.006,1.8096,0.235
94,1496,46,10.27,0.63,0,0,3,7.006,1.8096,0.235
94,1497,49,-7.73,1.13,0,1,3,7.006,1.8096,0.235
94,1498,50,5.27,5.63,0,0,3,7.006,1.8096,0.235
94,1499,47,10.27,1.13,0,1,3,7.006,1.8096,0.235
94,1500,40,-7.73,-4.87,1,0,3,7.006,1.8096,0.235
94,1501,51,12.27,3.63,0,0,3,7.006,1.8096,0.235
94,1502,51,22.27,2.63,0,0,3,7.006,1.8096,0.235
94,1503,53,10.27,3.63,0,0,3,7.006,1.8096,0.235
94,1504,42,-7.73,0.63,1,0,3,7.006,1.8096,0.235
94,1505,55,22.27,4.63,1,0,3,7.006,1.8096,0.235
94,1506,53,17.27,2.13,1,0,3,7.006,1.8096,0.235
94,1507,44,5.27,1.63,0,0,3,7.006,1.8096,0.235
94,1508,51,10.27,1.13,1,0,3,7.006,1.8096,0.235
95,1515,32,-7.73,-1.87,0,0,1,-3.577,-0.9293,0.083
95,1516,36,-7.73,1.63,0,0,1,-3.577,-0.9293,0.083
95,1517,55,-2.73,3.63,0,1,1,-3.577,-0.9293,0.083
95,1518,30,-7.73,-0.37,0,0,1,-3.577,-0.9293,0.083
95,1519,39,-7.73,-1.37,0,0,1,-3.577,-0.9293,0.083
95,1520,42,-7.73,-1.87,0,0,1,-3.577,-0.9293,0.083
95,1521,34,-7.73,-3.87,0,0,1,-3.577,-0.9293,0.083
95,1522,36,-7.73,-0.37,0,0,1,-3.577,-0.9293,0.083
95,1523,31,5.27,-0.87,0,1,1,-3.577,-0.9293,0.083
95,1524,37,-7.73,0.13,0,0,1,-3.577,-0.9293,0.083
95,1525,47,2.27,1.13,0,0,1,-3.577,-0.9293,0.083
95,1526,30,-17.73,-2.87,1,0,1,-3.577,-0.9293,0.083
95,1527,27,-4.73,-2.87,1,0,1,-3.577,-0.9293,0.083
95,1528,39,7.27,0.13,1,0,1,-3.577,-0.9293,0.083
95,1529,35,-7.73,-2.37,1,0,1,-3.577,-0.9293,0.083
95,1530,38,-7.73,-1.37,1,0,1,-3.577,-0.9293,0.083
95,1531,29,12.27,0.63,1,0,1,-3.577,-0.9293,0.083
95,1532,46,12.27,1.13,1,0,1,-3.577,-0.9293,0.083
96,1533,43,9.27,2.63,1,0,1,3.654,-0.7478,0
96,1534,38,-13.73,0.13,0,0,1,3.654,-0.7478,0
96,1535,43,-6.73,-2.37,1,0,1,3.654,-0.7478,0
96,1536,42,-7.73,-2.37,1,0,1,3.654,-0.7478,0
96,1537,39,-9.73,1.13,1,0,1,3.654,-0.7478,0
96,1538,46,9.27,-2.37,1,0,1,3.654,-0.7478,0
96,1539,34,9.27,-1.87,0,0,1,3.654,-0.7478,0
96,1540,52,-1.73,-4.87,0,0,1,3.654,-0.7478,0
96,1541,55,21.27,0.63,1,0,1,3.654,-0.7478,0
96,1542,56,18.27,2.63,1,0,1,3.654,-0.7478,0
96,1543,46,-7.73,-1.87,1,0,1,3.654,-0.7478,0
96,1544,39,2.27,-0.87,1,0,1,3.654,-0.7478,0
96,1545,41,-9.73,-1.37,1,0,1,3.654,-0.7478,0
96,1546,36,-8.73,-1.87,0,0,1,3.654,-0.7478,0
96,1547,48,-1.73,-0.87,0,0,1,3.654,-0.7478,0
96,1548,33,-6.73,-0.87,0,0,1,3.654,-0.7478,0
96,1549,50,21.27,-0.37,0,0,1,3.654,-0.7478,0
96,1550,35,21.27,-0.37,0,0,1,3.654,-0.7478,0
96,1551,54,21.27,0.63,0,0,1,3.654,-0.7478,0
96,1552,31,-3.73,-2.87,0,0,1,3.654,-0.7478,0
96,1553,51,21.27,1.63,0,0,1,3.654,-0.7478,0
97,1554,32,-16.73,-1.87,0,0,3,-5.616,-0.0891,0.056
97,1555,46,-10.73,-0.37,1,1,3,-5.616,-0.0891,0.056
97,1556,43,-2.73,1.13,1,0,3,-5.616,-0.0891,0.056
97,1557,43,-7.73,0.13,0,0,3,-5.616,-0.0891,0.056
97,1558,42,-7.73,1.63,0,0,3,-5.616,-0.0891,0.056
97,1559,49,2.27,0.13,1,0,3,-5.616,-0.0891,0.056
97,1560,46,-12.73,0.13,0,0,3,-5.616,-0.0891,0.056
97,1561,49,12.27,0.63,1,0,3,-5.616,-0.0891,0.056
97,1562,27,-9.73,0.63,0,0,3,-5.616,-0.0891,0.056
97,1563,47,5.27,0.63,0,0,3,-5.616,-0.0891,0.056
97,1564,36,-9.73,-0.37,1,0,3,-5.616,-0.0891,0.056
97,1565,49,-9.73,1.63,0,0,3,-5.616,-0.0891,0.056
97,1566,30,-2.73,-3.37,0,0,3,-5.616,-0.0891,0.056
97,1567,39,-7.73,-0.37,0,0,3,-5.616,-0.0891,0.056
97,1568,45,-7.73,0.63,1,0,3,-5.616,-0.0891,0.056
97,1569,55,-2.73,1.13,0,0,3,-5.616,-0.0891,0.056
97,1570,29,-9.73,-2.37,0,0,3,-5.616,-0.0891,0.056
97,1571,32,-2.73,-1.37,1,0,3,-5.616,-0.0891,0.056
98,1572,48,-14.73,4.13,0,0,1,-10.377,-0.0418,0.05
98,1573,38,-10.73,-0.87,0,0,1,-10.377,-0.0418,0.05
98,1574,42,-12.73,0.13,0,0,1,-10.377,-0.0418,0.05
98,1575,31,-14.73,0.13,0,0,1,-10.377,-0.0418,0.05
98,1576,31,-9.73,-0.87,0,0,1,-10.377,-0.0418,0.05
98,1577,38,5.27,4.63,0,0,1,-10.377,-0.0418,0.05
98,1578,48,-12.73,2.63,0,0,1,-10.377,-0.0418,0.05
98,1579,44,-12.73,1.13,0,0,1,-10.377,-0.0418,0.05
98,1580,35,-14.73,0.63,0,0,1,-10.377,-0.0418,0.05
98,1581,31,-17.73,-3.37,1,0,1,-10.377,-0.0418,0.05
98,1582,30,-17.73,-2.87,1,1,1,-10.377,-0.0418,0.05
98,1583,46,-12.73,-0.87,1,0,1,-10.377,-0.0418,0.05
98,1584,48,12.27,0.63,1,0,1,-10.377,-0.0418,0.05
98,1585,28,-4.73,-1.87,1,0,1,-10.377,-0.0418,0.05
98,1586,36,-2.73,-0.87,1,0,1,-10.377,-0.0418,0.05
98,1587,39,-14.73,1.63,1,0,1,-10.377,-0.0418,0.05
98,1588,46,-9.73,1.13,1,0,1,-10.377,-0.0418,0.05
98,1589,38,-14.73,-1.37,1,0,1,-10.377,-0.0418,0.05
98,1590,31,-9.73,-3.37,1,0,1,-10.377,-0.0418,0.05
98,1591,33,-17.73,-1.37,1,0,1,-10.377,-0.0418,0.05
99,1592,38,-10.73,-2.37,1,0,1,-0.455,0.815,0
99,1593,43,12.27,-1.87,1,0,1,-0.455,0.815,0
99,1594,9,-7.73,-4.87,0,0,1,-0.455,0.815,0
99,1595,33,-5.73,0.63,0,0,1,-0.455,0.815,0
99,1596,51,0.27,1.63,1,0,1,-0.455,0.815,0
99,1597,51,15.27,2.13,0,0,1,-0.455,0.815,0
99,1598,37,-10.73,2.13,0,0,1,-0.455,0.815,0
99,1599,48,-8.73,4.13,0,0,1,-0.455,0.815,0
99,1600,50,6.27,1.63,1,0,1,-0.455,0.815,0
99,1601,51,-7.73,1.63,1,0,1,-0.455,0.815,0
99,1602,57,12.27,4.13,1,0,1,-0.455,0.815,0
1603,44,-4.73,0.13,1,0,3,-0.988,-1.0625,0.043,
1604,46,5.27,-0.87,0,0,3,-0.988,-1.0625,0.043,
1605,53,2.27,0.13,0,0,3,-0.988,-1.0625,0.043,
1606,30,-7.73,-1.37,0,0,3,-0.988,-1.0625,0.043,
1607,27,-17.73,-0.37,0,0,3,-0.988,-1.0625,0.043,
1608,40,-4.73,1.13,1,0,3,-0.988,-1.0625,0.043,
1609,45,-4.73,-2.87,1,1,3,-0.988,-1.0625,0.043,
1610,37,-14.73,-2.87,0,0,3,-0.988,-1.0625,0.043,
1611,50,5.27,0.13,1,0,3,-0.988,-1.0625,0.043,
1612,46,2.27,-1.87,1,0,3,-0.988,-1.0625,0.043,
1613,47,2.27,0.13,1,0,3,-0.988,-1.0625,0.043,
1614,54,7.27,4.13,1,0,3,-0.988,-1.0625,0.043,
1615,50,5.27,3.63,0,0,3,-0.988,-1.0625,0.043,
1616,50,-2.73,-5.87,0,0,3,-0.988,-1.0625,0.043,
1617,35,-4.73,-4.37,0,0,3,-0.988,-1.0625,0.043,
1618,30,-7.73,-6.37,0,0,3,-0.988,-1.0625,0.043,
1619,48,2.27,-1.37,1,0,3,-0.988,-1.0625,0.043,
1620,55,-7.73,1.13,1,0,3,-0.988,-1.0625,0.043,
1621,35,7.27,-2.87,1,0,3,-0.988,-1.0625,0.043,
1622,38,2.27,0.13,1,0,3,-0.988,-1.0625,0.043,
1623,38,5.27,-2.87,1,0,3,-0.988,-1.0625,0.043,
1624,41,5.27,-1.37,1,0,3,-0.988,-1.0625,0.043,
1625,31,2.27,0.13,0,0,3,-0.988,-1.0625,0.043,
